macrorep,simulator,budget,comparison,delta_coverage,delta_coverage_interval,delta_width,delta_interval_score,delta_mean_group_coverage_gap,delta_worst_group_coverage_gap
3,raised_floor_gauss,250,plugin_sd_nw_minus_oracle,0.014000000000000012,0.01200000000000001,-0.08649079394693082,0.36878585218270743,0.0459999999999999,0.09999999999999999
3,raised_floor_gauss,250,plugin_sd_nw_minus_fixed,0.009000000000000008,0.007000000000000006,-0.15628296984874668,0.1527194289205931,0.020999999999999908,0.04999999999999999
3,raised_floor_gauss,250,oracle_minus_fixed,-0.0050000000000000044,-0.0050000000000000044,-0.06979217590181586,-0.21606642326211434,-0.024999999999999994,-0.05
3,raised_floor_gauss,500,plugin_sd_nw_minus_oracle,0.020000000000000018,0.016000000000000014,-0.06679593411702367,0.14202274339490462,0.005999999999999998,0.03
3,raised_floor_gauss,500,plugin_sd_nw_minus_fixed,0.009000000000000008,0.008000000000000007,-0.12622554323359259,0.04830773206567329,0.009000000000000001,0.0500000000000001
3,raised_floor_gauss,500,oracle_minus_fixed,-0.01100000000000001,-0.008000000000000007,-0.059429609116568916,-0.09371501132923132,0.0030000000000000027,0.0200000000000001
3,raised_floor_gauss,1000,plugin_sd_nw_minus_oracle,0.006000000000000005,0.006000000000000005,-0.16808502739646602,0.11062820317083011,0.0040000000000000036,0.0200000000000001
3,raised_floor_gauss,1000,plugin_sd_nw_minus_fixed,-0.007000000000000006,-0.009000000000000008,-0.2291253430492648,0.003073065129505448,-0.0049999999999999975,-0.010000000000000009
3,raised_floor_gauss,1000,oracle_minus_fixed,-0.013000000000000012,-0.015000000000000013,-0.06104031565279877,-0.10755513804132466,-0.009000000000000001,-0.03000000000000011
3,raised_floor_t3,100,plugin_sd_nw_minus_oracle,-0.013000000000000012,-0.01200000000000001,-0.0029704000273920173,0.5107961533346357,0.051000000000000004,0.10000000000000012
3,raised_floor_t3,100,plugin_sd_nw_minus_fixed,-0.01200000000000001,-0.030000000000000027,-0.8900917928233225,-0.34202012019700323,0.024000000000000007,0.020000000000000018
3,raised_floor_t3,100,oracle_minus_fixed,0.0010000000000000009,-0.018000000000000016,-0.8871213927959305,-0.8528162735316389,-0.026999999999999996,-0.0800000000000001
3,raised_floor_t3,250,plugin_sd_nw_minus_oracle,-0.0040000000000000036,-0.006000000000000005,-0.16569771402857536,0.23183344409640405,0.03200000000000001,0.030000000000000096
3,raised_floor_t3,250,plugin_sd_nw_minus_fixed,0.009000000000000008,0.009000000000000008,-0.12289830449071792,0.028642159245951593,0.016999999999999904,0.0200000000000001
3,raised_floor_t3,250,oracle_minus_fixed,0.013000000000000012,0.015000000000000013,0.042799409537857436,-0.20319128485045246,-0.015000000000000104,-0.009999999999999995
3,raised_floor_t3,500,plugin_sd_nw_minus_oracle,0.006000000000000005,0.009000000000000008,0.09747663315181887,0.1895105576501277,0.024,0.009999999999999995
3,raised_floor_t3,500,plugin_sd_nw_minus_fixed,-0.006000000000000005,-0.006000000000000005,-0.17955985692469012,-0.014207013838507532,0.010000000000000002,0.0
3,raised_floor_t3,500,oracle_minus_fixed,-0.01200000000000001,-0.015000000000000013,-0.277036490076509,-0.20371757148863523,-0.013999999999999999,-0.009999999999999995
3,raised_floor_t3,1000,plugin_sd_nw_minus_oracle,-0.008000000000000007,-0.008000000000000007,-0.11515899450807887,0.08969529957533684,0.017999999999999898,0.05
3,raised_floor_t3,1000,plugin_sd_nw_minus_fixed,0.0050000000000000044,0.0020000000000000018,-0.1553255616746645,-0.07312503721154506,-0.001000000000000105,0.03000000000000011
3,raised_floor_t3,1000,oracle_minus_fixed,0.013000000000000012,0.010000000000000009,-0.04016656716658562,-0.1628203367868819,-0.019000000000000003,-0.019999999999999893
4,mm1_sojourn,100,plugin_sd_nw_minus_oracle,-0.0020000000000000018,0.0,0.725174933497307,0.5193914995050068,0.0,0.009999999999999995
